Rule,Lift_Leave,Lift_Stay,Lift_Gap,Direction
"Age_Young, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.4858642107517668,-0.4858642107517668,→ Ở lại
"DistanceFromHome_Near, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.4889973456631562,-0.4889973456631562,→ Ở lại
"Department_Research & Development, DistanceFromHome_Near, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.4902992961257002,-0.4902992961257002,→ Ở lại
"Age_Young, TotalWorkingYears_Mid-Level",1.0,1.490536551484633,-0.49053655148463293,→ Ở lại
"EnvironmentSatisfaction_4, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.491144341923852,-0.4911443419238519,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Near, TotalWorkingYears_Mid-Level",1.0,1.4919354838709677,-0.49193548387096775,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Divorced, TotalWorkingYears_Mid-Level",1.0,1.492012614382464,-0.4920126143824639,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Married, MonthlyIncome_Mid_Income",1.0,1.4924974181398458,-0.4924974181398458,→ Ở lại
"Age_Middle-Aged, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.4928099229878007,-0.4928099229878007,→ Ở lại
"DistanceFromHome_Medium, YearsAtCompany_Mid_Tenure",1.0,1.494949494949495,-0.49494949494949503,→ Ở lại
"MaritalStatus_Divorced, YearsAtCompany_Mid_Tenure",1.0,1.497051784965337,-0.4970517849653371,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Married, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.497571505666487,-0.4975715056664869,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Low_Income, YearsAtCompany_Mid_Tenure",1.0,1.4986393266248974,-0.4986393266248974,→ Ở lại
"MaritalStatus_Married, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.4990557939914164,-0.4990557939914164,→ Ở lại
"MaritalStatus_Married, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.4992721979621542,-0.49927219796215416,→ Ở lại
"Age_Middle-Aged, OverTime_No",1.0,1.4998486463721195,-0.49984864637211945,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5017757483510907,-0.5017757483510907,→ Ở lại
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5019373885232794,-0.5019373885232794,→ Ở lại
"MaritalStatus_Divorced, MonthlyIncome_Mid_Income",1.0,1.502076572786881,-0.502076572786881,→ Ở lại
"JobSatisfaction_High_Satisfaction, MaritalStatus_Single, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.502076572786881,-0.502076572786881,→ Ở lại
Department_Research & Development,1.028309203722854,1.530506721820062,-0.502197518097208,→ Ở lại
"Age_Middle-Aged, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.5023525699941016,-0.5023525699941016,→ Ở lại
"Age_Middle-Aged, JobRole_Research Scientist, MonthlyIncome_Low_Income",1.0,1.5029608965888515,-0.5029608965888515,→ Ở lại
"JobSatisfaction_High_Satisfaction, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5033562669515044,-0.5033562669515044,→ Ở lại
"Department_Research & Development, DistanceFromHome_Medium",1.0,1.5040650406504066,-0.5040650406504066,→ Ở lại
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.5044047887960246,-0.5044047887960246,→ Ở lại
"Department_Research & Development, MonthlyIncome_Mid_Income",1.0,1.5053228759351762,-0.5053228759351762,→ Ở lại
"JobSatisfaction_High_Satisfaction, MaritalStatus_Single, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.5056757335617905,-0.5056757335617905,→ Ở lại
"EnvironmentSatisfaction_2, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.5056757335617905,-0.5056757335617905,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MonthlyIncome_Mid_Income, WorkLifeBalance_3",1.0,1.5062543638536823,-0.5062543638536823,→ Ở lại
"EnvironmentSatisfaction_4, JobRole_Research Scientist",1.0,1.5074392099223848,-0.5074392099223848,→ Ở lại
"JobRole_Laboratory Technician, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.5074392099223848,-0.5074392099223848,→ Ở lại
"Department_Sales, JobRole_Sales Executive, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5097021169297071,-0.5097021169297071,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, WorkLifeBalance_3",1.0,1.5098853162597623,-0.5098853162597623,→ Ở lại
"JobRole_Laboratory Technician, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.5102811367926934,-0.5102811367926934,→ Ở lại
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.5116375041267744,-0.5116375041267744,→ Ở lại
"Department_Research & Development, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.5116375041267744,-0.5116375041267744,→ Ở lại
"DistanceFromHome_Medium, MonthlyIncome_Mid_Income",1.0,1.515801794771752,-0.5158017947717519,→ Ở lại
"JobSatisfaction_High_Satisfaction, MaritalStatus_Divorced, TotalWorkingYears_Mid-Level",1.0,1.5181882742839108,-0.5181882742839108,→ Ở lại
"JobSatisfaction_High_Satisfaction, MaritalStatus_Married, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5186007110983846,-0.5186007110983846,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Mid_Income, OverTime_No, WorkLifeBalance_3",1.0,1.5188547851674994,-0.5188547851674994,→ Ở lại
"JobSatisfaction_Low_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.5188969702378297,-0.5188969702378297,→ Ở lại
"TotalWorkingYears_Mid-Level, WorkLifeBalance_2",1.0,1.5201786759348836,-0.5201786759348836,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.5203509356432896,-0.5203509356432896,→ Ở lại
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5216838797624825,-0.5216838797624825,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.522379760911871,-0.522379760911871,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.5233936369307548,-0.5233936369307548,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.5235525895424376,-0.5235525895424376,→ Ở lại
"Department_Sales, JobRole_Sales Executive, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.5244739878042084,-0.5244739878042084,→ Ở lại
"MaritalStatus_Married, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.5251652262328421,-0.5251652262328421,→ Ở lại
"JobRole_Research Scientist, WorkLifeBalance_2",1.0,1.5269644749316824,-0.5269644749316824,→ Ở lại
"MonthlyIncome_Mid_Income, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5273830703233908,-0.5273830703233908,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Low_Income, OverTime_No",1.0,1.5275137161171166,-0.5275137161171166,→ Ở lại
"Department_Research & Development, JobSatisfaction_Low_Satisfaction",1.0,1.527638190954774,-0.527638190954774,→ Ở lại
"DistanceFromHome_Near, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.529168653632173,-0.5291686536321729,→ Ở lại
"MaritalStatus_Divorced, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5315684133915575,-0.5315684133915575,→ Ở lại
"JobRole_Research Scientist, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.5317430266313268,-0.5317430266313268,→ Ở lại
"DistanceFromHome_Near, MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level",1.0,1.5336449422347649,-0.5336449422347649,→ Ở lại
"JobSatisfaction_Low_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.5368813138438966,-0.5368813138438966,→ Ở lại
"EnvironmentSatisfaction_4, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.5388193446884193,-0.5388193446884193,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Mid_Income, WorkLifeBalance_3",1.0,1.5391235745535399,-0.5391235745535399,→ Ở lại
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.5416049036496937,-0.5416049036496937,→ Ở lại
"JobSatisfaction_High_Satisfaction, MaritalStatus_Divorced, YearsAtCompany_Mid_Tenure",1.0,1.5416049036496937,-0.5416049036496937,→ Ở lại
"DistanceFromHome_Near, YearsAtCompany_Mid_Tenure",1.0,1.5430954587581094,-0.5430954587581094,→ Ở lại
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5436280071977904,-0.5436280071977904,→ Ở lại
"Department_Research & Development, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.5445492890377004,-0.5445492890377004,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.5450643776824036,-0.5450643776824036,→ Ở lại
"MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.5453815261044177,-0.5453815261044177,→ Ở lại
"MaritalStatus_Single, TotalWorkingYears_Mid-Level",1.0,1.5470099576387744,-0.5470099576387744,→ Ở lại
"JobRole_Laboratory Technician, JobSatisfaction_High_Satisfaction, OverTime_No",1.0,1.5470700362786696,-0.5470700362786696,→ Ở lại
"Department_Sales, JobRole_Sales Executive, JobSatisfaction_High_Satisfaction",1.0,1.5474905558553695,-0.5474905558553695,→ Ở lại
"Age_Middle-Aged, JobRole_Research Scientist, YearsAtCompany_Mid_Tenure",1.0,1.547599129998327,-0.5475991299983269,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_4",1.0,1.548158152591298,-0.548158152591298,→ Ở lại
"DistanceFromHome_Medium, JobRole_Research Scientist",1.0,1.5504228196390257,-0.5504228196390257,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.5510917030567688,-0.5510917030567688,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MonthlyIncome_Mid_Income",1.0,1.5515795359239588,-0.5515795359239588,→ Ở lại
"Age_Young, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.551671716589258,-0.551671716589258,→ Ở lại
"Age_Middle-Aged, JobRole_Research Scientist, TotalWorkingYears_Mid-Level",1.0,1.552757793764988,-0.5527577937649879,→ Ở lại
"JobSatisfaction_High_Satisfaction, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5528413834888688,-0.5528413834888688,→ Ở lại
"Age_Middle-Aged, OverTime_No, WorkLifeBalance_3",1.0,1.5544041450777204,-0.5544041450777204,→ Ở lại
"Department_Sales, JobRole_Sales Executive, WorkLifeBalance_3",1.0,1.5551136620418493,-0.5551136620418493,→ Ở lại
"JobRole_Research Scientist, MaritalStatus_Married, MonthlyIncome_Low_Income",1.0,1.5552501818769704,-0.5552501818769704,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Married, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.5565918191494756,-0.5565918191494756,→ Ở lại
"MonthlyIncome_Mid_Income, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5622742980321567,-0.5622742980321567,→ Ở lại
"DistanceFromHome_Near, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5622742980321567,-0.5622742980321567,→ Ở lại
"Age_Middle-Aged, JobRole_Research Scientist, WorkLifeBalance_3",1.0,1.5637391077237222,-0.5637391077237222,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.5642362350924803,-0.5642362350924803,→ Ở lại
"JobRole_Laboratory Technician, MonthlyIncome_Low_Income, OverTime_No",1.0,1.5644149870727213,-0.5644149870727213,→ Ở lại
"Department_Sales, JobRole_Sales Executive, JobSatisfaction_High_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.566759296016938,-0.5667592960169381,→ Ở lại
"Age_Middle-Aged, Department_Sales, JobRole_Sales Executive, OverTime_No",1.0,1.566759296016938,-0.5667592960169381,→ Ở lại
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.566759296016938,-0.5667592960169381,→ Ở lại
"Department_Research & Development, MaritalStatus_Divorced, TotalWorkingYears_Mid-Level",1.0,1.5708959679452312,-0.5708959679452312,→ Ở lại
"JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.5715761680633682,-0.5715761680633682,→ Ở lại
"Department_Research & Development, MaritalStatus_Single",1.0,1.5728784738827781,-0.5728784738827781,→ Ở lại
"DistanceFromHome_Near, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5734141827774935,-0.5734141827774935,→ Ở lại
"OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.5767575116255632,-0.5767575116255632,→ Ở lại
"MaritalStatus_Divorced, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.577492503748126,-0.577492503748126,→ Ở lại
"DistanceFromHome_Medium, JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.577492503748126,-0.577492503748126,→ Ở lại
"JobRole_Laboratory Technician, MaritalStatus_Married",1.0,1.5776569662082933,-0.5776569662082933,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_3, OverTime_No",1.0,1.5790305584826132,-0.5790305584826132,→ Ở lại
"Age_Middle-Aged, JobRole_Laboratory Technician, OverTime_No",1.0,1.580989753651624,-0.580989753651624,→ Ở lại
"JobRole_Laboratory Technician, MonthlyIncome_Low_Income, OverTime_No, WorkLifeBalance_3",1.0,1.582155961977406,-0.5821559619774059,→ Ở lại
"WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5821844586058007,-0.5821844586058007,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.5828508986073329,-0.5828508986073329,→ Ở lại
"Department_Research & Development, DistanceFromHome_Near, TotalWorkingYears_Mid-Level",1.0,1.5843751115128881,-0.5843751115128881,→ Ở lại
"JobRole_Laboratory Technician, OverTime_No, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.5844467283316204,-0.5844467283316204,→ Ở lại
"Department_Research & Development, DistanceFromHome_Near, OverTime_No",1.0,1.5873520298720902,-0.5873520298720902,→ Ở lại
"MaritalStatus_Married, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.5879828326180256,-0.5879828326180256,→ Ở lại
"EnvironmentSatisfaction_3, TotalWorkingYears_Mid-Level",1.0,1.589758204178267,-0.589758204178267,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.5923042845389535,-0.5923042845389535,→ Ở lại
"JobRole_Research Scientist, JobSatisfaction_High_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.5935007096363725,-0.5935007096363725,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Married, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.5964857558744023,-0.5964857558744023,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.5970834852351443,-0.5970834852351443,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_Low_Satisfaction, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5983471850495377,-0.5983471850495377,→ Ở lại
"MaritalStatus_Married, MonthlyIncome_Mid_Income, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5997232911064034,-0.5997232911064034,→ Ở lại
"Department_Research & Development, JobRole_Laboratory Technician, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.5997232911064034,-0.5997232911064034,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, WorkLifeBalance_3",1.0,1.601910946889113,-0.6019109468891131,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.604493207941484,-0.604493207941484,→ Ở lại
"JobRole_Research Scientist, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.6071670965114702,-0.6071670965114702,→ Ở lại
"Department_Research & Development, MonthlyIncome_Mid_Income, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.6074347777404545,-0.6074347777404545,→ Ở lại
"JobRole_Research Scientist, JobSatisfaction_High_Satisfaction, WorkLifeBalance_3",1.0,1.6093575501087405,-0.6093575501087405,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, TotalWorkingYears_Mid-Level",1.0,1.6102343376374941,-0.6102343376374941,→ Ở lại
"JobRole_Laboratory Technician, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.611400534744618,-0.6114005347446181,→ Ở lại
"MaritalStatus_Single, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.6127320954907163,-0.6127320954907163,→ Ở lại
"JobRole_Laboratory Technician, MaritalStatus_Married, OverTime_No",1.0,1.6132548506649225,-0.6132548506649225,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.6157205240174672,-0.6157205240174672,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Married, TotalWorkingYears_Mid-Level",1.0,1.616520548743192,-0.616520548743192,→ Ở lại
"JobRole_Laboratory Technician, MonthlyIncome_Low_Income",1.0,1.6171280915466963,-0.6171280915466963,→ Ở lại
"EnvironmentSatisfaction_2, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.6182886000608718,-0.6182886000608718,→ Ở lại
"DistanceFromHome_Near, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.6200291120815142,-0.6200291120815142,→ Ở lại
"JobRole_Research Scientist, JobSatisfaction_High_Satisfaction, MonthlyIncome_Low_Income",1.0,1.6203121360354065,-0.6203121360354065,→ Ở lại
"Age_Middle-Aged, MonthlyIncome_Mid_Income",1.0,1.6205646948405767,-0.6205646948405767,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.6210658082975677,-0.6210658082975677,→ Ở lại
"EnvironmentSatisfaction_3, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.6229272557533008,-0.6229272557533008,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_4, YearsAtCompany_Mid_Tenure",1.0,1.62400627029448,-0.62400627029448,→ Ở lại
"Age_Middle-Aged, TotalWorkingYears_Mid-Level",1.0,1.624438205492588,-0.6244382054925881,→ Ở lại
"Department_Research & Development, MonthlyIncome_Mid_Income, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.6251691820526573,-0.6251691820526573,→ Ở lại
"Department_Research & Development, EnvironmentSatisfaction_2, YearsAtCompany_Mid_Tenure",1.0,1.6267118200992188,-0.6267118200992188,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, OverTime_No",1.0,1.627927171679162,-0.6279271716791619,→ Ở lại
"OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.6279450018580455,-0.6279450018580455,→ Ở lại
"Age_Middle-Aged, DistanceFromHome_Medium, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.6292980074125722,-0.6292980074125722,→ Ở lại
"Age_Middle-Aged, JobRole_Laboratory Technician, WorkLifeBalance_3",1.0,1.6301377502649042,-0.6301377502649042,→ Ở lại
"Age_Middle-Aged, JobRole_Research Scientist, JobSatisfaction_High_Satisfaction",1.0,1.6311799045611997,-0.6311799045611997,→ Ở lại
"Age_Middle-Aged, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.6326774001192608,-0.6326774001192608,→ Ở lại
"DistanceFromHome_Near, JobRole_Research Scientist, OverTime_No",1.0,1.633420536298234,-0.6334205362982339,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.6340599711858246,-0.6340599711858246,→ Ở lại
"MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.6341553183658446,-0.6341553183658446,→ Ở lại
"Age_Middle-Aged, JobRole_Laboratory Technician",1.0,1.6343304445065696,-0.6343304445065696,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income, OverTime_No",1.0,1.6347976654277312,-0.6347976654277312,→ Ở lại
"JobRole_Healthcare Representative, OverTime_No",1.0,1.6438217846775214,-0.6438217846775214,→ Ở lại
"Department_Research & Development, JobRole_Laboratory Technician, YearsAtCompany_Mid_Tenure",1.0,1.6459806930913299,-0.6459806930913299,→ Ở lại
"JobRole_Laboratory Technician, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.6464934140263439,-0.6464934140263439,→ Ở lại
"JobSatisfaction_High_Satisfaction, MonthlyIncome_Mid_Income",1.0,1.6490151914506157,-0.6490151914506157,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.6492715807784302,-0.6492715807784302,→ Ở lại
"JobRole_Healthcare Representative, TotalWorkingYears_Mid-Level",1.0,1.6507724053315487,-0.6507724053315487,→ Ở lại
"DistanceFromHome_Near, JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level",1.0,1.651915854715445,-0.6519158547154451,→ Ở lại
"JobRole_Manufacturing Director, JobSatisfaction_High_Satisfaction",1.0,1.6521954849913172,-0.6521954849913172,→ Ở lại
"Age_Middle-Aged, JobRole_Manufacturing Director",1.0,1.6535862219315456,-0.6535862219315456,→ Ở lại
"EnvironmentSatisfaction_2, JobSatisfaction_High_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.6538014791289903,-0.6538014791289903,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, MaritalStatus_Married, YearsAtCompany_Mid_Tenure",1.0,1.6544978165938866,-0.6544978165938866,→ Ở lại
"Age_Middle-Aged, JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.6552808173629165,-0.6552808173629165,→ Ở lại
"JobRole_Manufacturing Director, YearsAtCompany_Mid_Tenure",1.0,1.6562749800159873,-0.6562749800159873,→ Ở lại
"JobRole_Research Scientist, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.6573910682774533,-0.6573910682774533,→ Ở lại
"JobRole_Manufacturing Director, WorkLifeBalance_3",1.0,1.6588468355750183,-0.6588468355750183,→ Ở lại
"Age_Middle-Aged, MaritalStatus_Married, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.6598658935261412,-0.6598658935261412,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.6612715172318901,-0.6612715172318901,→ Ở lại
"Department_Sales, JobRole_Sales Executive, MaritalStatus_Married",1.0,1.66396833962943,-0.66396833962943,→ Ở lại
"Age_Middle-Aged, Department_Research & Development, JobSatisfaction_High_Satisfaction",1.0,1.664071959868535,-0.664071959868535,→ Ở lại
"JobRole_Healthcare Representative, WorkLifeBalance_3",1.0,1.6650383396986113,-0.6650383396986113,→ Ở lại
"Age_Middle-Aged, JobRole_Research Scientist, OverTime_No",1.0,1.6670300123537531,-0.6670300123537531,→ Ở lại
"JobSatisfaction_High_Satisfaction, YearsAtCompany_Mid_Tenure",1.0,1.668787305134014,-0.6687873051340141,→ Ở lại
"MaritalStatus_Married, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.6697672743857797,-0.6697672743857797,→ Ở lại
"Age_Middle-Aged, JobRole_Healthcare Representative",1.0,1.671407060398193,-0.671407060398193,→ Ở lại
"JobRole_Healthcare Representative, JobSatisfaction_High_Satisfaction",1.0,1.671407060398193,-0.671407060398193,→ Ở lại
"MonthlyIncome_Mid_Income, TotalWorkingYears_Mid-Level, YearsAtCompany_Mid_Tenure",1.0,1.671812636493712,-0.671812636493712,→ Ở lại
"EnvironmentSatisfaction_4, TotalWorkingYears_Mid-Level",1.0,1.67270211048322,-0.67270211048322,→ Ở lại
"EnvironmentSatisfaction_2, TotalWorkingYears_Mid-Level",1.0,1.6732617297908423,-0.6732617297908423,→ Ở lại
"JobRole_Manufacturing Director, OverTime_No",1.0,1.6750711580268496,-0.6750711580268496,→ Ở lại
"JobSatisfaction_High_Satisfaction, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.6751483942318492,-0.6751483942318492,→ Ở lại
"Age_Middle-Aged, EnvironmentSatisfaction_3, YearsAtCompany_Mid_Tenure",1.0,1.6755620249070031,-0.6755620249070031,→ Ở lại
"MonthlyIncome_Mid_Income, WorkLifeBalance_3",1.0,1.6762266632567318,-0.6762266632567318,→ Ở lại
"JobRole_Manufacturing Director, TotalWorkingYears_Mid-Level",1.0,1.6770759216802382,-0.6770759216802382,→ Ở lại
"MaritalStatus_Married, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.6774466541739708,-0.6774466541739708,→ Ở lại
"OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.679278033678737,-0.679278033678737,→ Ở lại
"OverTime_No, YearsAtCompany_Mid_Tenure",1.0,1.6801761914492657,-0.6801761914492657,→ Ở lại
"DistanceFromHome_Near, TotalWorkingYears_Mid-Level",1.0,1.681272314183707,-0.6812723141837069,→ Ở lại
"Department_Research & Development, JobSatisfaction_High_Satisfaction, OverTime_No, TotalWorkingYears_Mid-Level",1.0,1.6824554755589236,-0.6824554755589236,→ Ở lại
"Department_Research & Development, MaritalStatus_Married",1.0,1.6848544783413637,-0.6848544783413637,→ Ở lại
"Age_Middle-Aged, OverTime_No, WorkLifeBalance_3, YearsAtCompany_Mid_Tenure",1.0,1.6854839317902424,-0.6854839317902424,→ Ở lại
"Department_Research & Development, MonthlyIncome_Mid_Income, YearsAtCompany_Mid_Tenure",1.0,1.685568369818016,-0.6855683698180159,→ Ở lại
"JobRole_Laboratory Technician, MonthlyIncome_Low_Income, WorkLifeBalance_3",1.0,1.688247626094463,-0.688247626094463,→ Ở lại
"EnvironmentSatisfaction_2, YearsAtCompany_Mid_Tenure",1.0,1.6897363465160073,-0.6897363465160073,→ Ở lại
"Department_Research & Development, OverTime_No, TotalWorkingYears_Mid-Level, WorkLifeBalance_3",1.0,1.6900001189470808,-0.6900001189470808,→ Ở lại
